ALL_ID	PHE_NAME	BETA	SE	T_STAT	P	ADJ_P
DRB1_701	Urate	-0.012736	0.00356437	-3.5731300000000004	0.000352792	0.02683287021237922
A_3301	Urate	0.0594798	0.017100900000000002	3.4781699999999995	0.000504911	0.03708465541426047
DRB5_101	Urate	0.0120611	0.00357076	3.37774	0.000730937	0.05156195818504082
B_5201	Urate	-0.060620299999999995	0.0180453	-3.35934	0.0007813710000000001	0.053992373933789396
DRB5_9901	Urate	0.0117176	0.00350096	3.3469800000000003	0.000817063	0.05585741075035848
DQB1_601	Urate	-0.0652471	0.0195542	-3.3367199999999997	0.00084782	0.05759207114619718
C_1202	Urate	-0.05977280000000001	0.0180886	-3.30444	0.0009517530000000001	0.06370837027017417
DPA1_104	Urate	-0.0599276	0.018419900000000003	-3.2534099999999997	0.0011404000000000002	0.07432104823597326
DRB1_1502	Urate	-0.06314109999999999	0.0196018	-3.22119	0.00127671	0.08203848281019457
DRB1_401	Urate	-0.0129749	0.00411918	-3.14988	0.00163356	0.10180959600532866
DRB1_1303	Urate	0.043758	0.0138994	3.14819	0.00164301	0.10229923585973848
A_201	Urate	-0.00888813	0.0028361000000000003	-3.1339200000000003	0.00172502	0.10657845870790005
DQA1_301	Urate	-0.00972944	0.00312766	-3.11077	0.00186614	0.11376448338111063
DRB1_1501	Urate	0.011082799999999999	0.00358025	3.09553	0.00196481	0.11898865153467729
DPB1_1501	Urate	-0.046917	0.015205600000000001	-3.0855099999999998	0.00203222	0.12237828555302499
B_1401	Urate	-0.0361239	0.0118012	-3.06105	0.00220582	0.13123191722769692
DQB1_602	Urate	0.010848100000000001	0.00363221	2.98664	0.00282079	0.16313179871196423
A_6601	Urate	0.0702138	0.023876400000000002	2.94073	0.00327467	0.18652389393523017
DRB3_101	Urate	0.00967529	0.00336463	2.8755900000000003	0.00403302	0.221655433210841
DQA1_101	Urate	0.0100652	0.00359334	2.80108	0.00509351	0.2704467149398959
DPB1_1101	Urate	-0.0219725	0.00787447	-2.79034	0.00526559	0.27797408764637743
B_1801	Urate	-0.0190288	0.0068221	-2.7892799999999998	0.00528282	0.2784257340360328
DPB1_202	Urate	-0.0419501	0.015171	-2.76515	0.00569004	0.2967208843769726
C_602	Urate	-0.0120264	0.00439338	-2.7374	0.00619313	0.3172853161949925
B_3701	Urate	-0.029163099999999997	0.01103	-2.64398	0.00819413	0.40181044629343793
B_5701	Urate	-0.016985	0.00648145	-2.62056	0.00877909	0.423411153524882
DQA1_102	Urate	0.008324600000000001	0.00320133	2.60036	0.00931312	0.441977018626198
DPA1_105	Urate	0.136956	0.0529567	2.58618	0.00970503	0.45640992410615117
DQB1_609	Urate	-0.032185700000000005	0.012623100000000002	-2.54975	0.0107806	0.49502440364494626
DQB1_503	Urate	0.021832	0.008618299999999999	2.53321	0.0113027	0.5145812245910255
B_3503	Urate	0.0359879	0.014718200000000002	2.44512	0.0144807	0.6248121214901179
B_3501	Urate	0.0151535	0.00621025	2.44007	0.014684799999999998	0.6309908676650021
DRB1_1101	Urate	-0.0196645	0.00806741	-2.43752	0.014788999999999998	0.6345970715702419
DRB1_102	Urate	0.0357566	0.0148567	2.40676	0.0160951	0.6797370456989184
B_3508	Urate	-0.10360699999999999	0.0432737	-2.39423	0.0166558	0.699276381791498
B_4002	Urate	-0.033152999999999995	0.0144321	-2.29717	0.0216098	0.8528662329268235
A_1101	Urate	0.0119464	0.00528415	2.2608	0.0237725	0.9198548833588357
A_3002	Urate	-0.0286483	0.012806200000000002	-2.23707	0.0252824	0.9609028839259044
DRB1_402	Urate	-0.0554529	0.024888	-2.2281	0.0258747	0.9787782927996332
B_4001	Urate	0.0121167	0.00549525	2.20494	0.0274594	1.0
DQA1_303	Urate	0.09504320000000001	0.0432325	2.19842	0.027919799999999998	1.0
DRB1_301	Urate	0.00773506	0.00352801	2.19247	0.028346100000000003	1.0
C_1203	Urate	-0.016476499999999998	0.00757498	-2.17512	0.029621699999999997	1.0
B_3901	Urate	-0.034715499999999996	0.0163128	-2.12812	0.033327999999999997	1.0
C_102	Urate	0.014624100000000001	0.00691974	2.11338	0.034568800000000004	1.0
B_702	Urate	0.00747672	0.00354123	2.11134	0.034744199999999996	1.0
B_5001	Urate	0.028918700000000002	0.013809	2.09419	0.0362434	1.0
DRB4_103	Urate	-0.00619232	0.00296069	-2.09151	0.0364831	1.0
DRB1_1401	Urate	0.0192865	0.00937726	2.05673	0.0397134	1.0
DQB1_201	Urate	0.00709299	0.00352663	2.01127	0.044298199999999996	1.0
A_3004	Urate	0.0802335	0.0405606	1.9781099999999998	0.047916900000000005	1.0
DRB1_403	Urate	0.0904179	0.045774199999999994	1.9753	0.0482347	1.0
C_702	Urate	0.00674875	0.0034472	1.95775	0.050260400000000004	1.0
B_1402	Urate	0.0157428	0.00804203	1.95757	0.050281400000000004	1.0
B_3502	Urate	0.07337869999999999	0.0384469	1.90857	0.0563183	1.0
C_304	Urate	0.00887449	0.00465481	1.90652	0.05658380000000001	1.0
DRB1_404	Urate	-0.0119346	0.00656509	-1.8178900000000002	0.0690822	1.0
DPB1_1901	Urate	-0.0314151	0.0173554	-1.8101	0.0702808	1.0
DQB1_501	Urate	0.00677521	0.00384687	1.7612299999999999	0.07820110000000001	1.0
A_6802	Urate	0.028721100000000003	0.016506599999999996	1.7399799999999999	0.0818637	1.0
DPB1_1701	Urate	0.0205778	0.0119854	1.7169	0.0859982	1.0
DRB1_1201	Urate	-0.0183824	0.0107093	-1.7165	0.0860717	1.0
DRB1_103	Urate	0.016065700000000002	0.00984972	1.6310799999999999	0.10287400000000001	1.0
DPA1_202	Urate	-0.0116528	0.00729976	-1.59633	0.11041600000000001	1.0
C_202	Urate	-0.00991297	0.00673895	-1.4709999999999999	0.141293	1.0
DPB1_1601	Urate	0.0444668	0.030560700000000003	1.4550299999999998	0.14566199999999999	1.0
A_205	Urate	0.019936900000000004	0.014722999999999998	1.3541299999999998	0.175697	1.0
DRB1_101	Urate	0.00591342	0.00437266	1.35236	0.17626	1.0
B_5501	Urate	0.0125731	0.00938945	1.3390600000000001	0.180551	1.0
DRB3_9901	Urate	0.0035619999999999996	0.0026619	1.3381399999999999	0.18085199999999998	1.0
C_1402	Urate	0.0164028	0.013189099999999999	1.24366	0.213627	1.0
DQB1_202	Urate	-0.00881095	0.00720207	-1.22339	0.221183	1.0
C_1505	Urate	0.0630391	0.0528034	1.19384	0.23254	1.0
B_1503	Urate	0.0621825	0.052373300000000005	1.18729	0.23511300000000002	1.0
DQA1_501	Urate	0.00341777	0.00303244	1.12707	0.259714	1.0
DRB1_804	Urate	0.049274	0.0441901	1.11505	0.264831	1.0
C_1604	Urate	-0.060451	0.0542634	-1.1140299999999999	0.265268	1.0
DPB1_201	Urate	-0.00483819	0.00435058	-1.11208	0.26610500000000004	1.0
A_2501	Urate	-0.0115928	0.0105131	-1.1027	0.27015900000000004	1.0
DRB1_1302	Urate	-0.00713713	0.00660237	-1.08099	0.2797	1.0
B_4501	Urate	-0.016833400000000002	0.015595900000000001	-1.07935	0.280434	1.0
DPA1_103	Urate	-0.00349248	0.00323683	-1.0789799999999998	0.280596	1.0
DPB1_402	Urate	-0.00447169	0.00416734	-1.07303	0.28325700000000004	1.0
A_2608	Urate	0.0508466	0.047815699999999996	1.06339	0.287607	1.0
B_5301	Urate	-0.027625599999999997	0.026082599999999997	-1.05916	0.289529	1.0
DQB1_304	Urate	-0.038920800000000005	0.0369289	-1.0539399999999999	0.291912	1.0
B_5101	Urate	0.00705468	0.00684487	1.03065	0.302705	1.0
B_4101	Urate	0.028464599999999996	0.028639799999999997	0.993884	0.32028	1.0
DRB5_202	Urate	0.015056299999999998	0.015527500000000001	0.969656	0.332219	1.0
DPB1_501	Urate	-0.00864467	0.00891979	-0.9691559999999999	0.332468	1.0
C_1701	Urate	0.021491800000000002	0.0223705	0.9607209999999999	0.33669299999999996	1.0
A_302	Urate	0.0362592	0.038733300000000005	0.936125	0.34920999999999996	1.0
DRB1_901	Urate	0.010053399999999999	0.0110547	0.909424	0.363127	1.0
DQB1_502	Urate	0.014283	0.0159142	0.8975	0.36945300000000003	1.0
A_2601	Urate	-0.00876001	0.00989447	-0.885344	0.375972	1.0
DQB1_504	Urate	0.0298685	0.0339305	0.880285	0.378706	1.0
DPB1_401	Urate	-0.00228888	0.00263622	-0.868243	0.385262	1.0
B_2705	Urate	0.00563114	0.00651646	0.864142	0.387511	1.0
B_1517	Urate	-0.026003	0.030623599999999997	-0.849116	0.395818	1.0
DPB1_1001	Urate	0.00884653	0.0104702	0.844928	0.398152	1.0
B_1302	Urate	-0.00743007	0.0091449	-0.8124819999999999	0.416516	1.0
DRB3_301	Urate	-0.00524042	0.00663045	-0.790357	0.42932	1.0
DRB3_202	Urate	-0.0029372	0.00375493	-0.782224	0.434084	1.0
DQB1_303	Urate	-0.00427315	0.00563774	-0.757954	0.448479	1.0
B_4102	Urate	0.0161869	0.0217509	0.744193	0.456761	1.0
DQA1_401	Urate	0.006728499999999999	0.0091006	0.7393460000000001	0.459697	1.0
C_1502	Urate	-0.00717008	0.00978346	-0.732878	0.463633	1.0
DQA1_103	Urate	-0.00378063	0.00554811	-0.681426	0.49560200000000004	1.0
DQB1_301	Urate	-0.00225824	0.00331618	-0.680978	0.495886	1.0
A_206	Urate	0.0201274	0.030369900000000002	0.662741	0.507497	1.0
DRB1_1102	Urate	0.0193226	0.0297621	0.649237	0.516185	1.0
A_2301	Urate	-0.0062883	0.00973653	-0.645846	0.5183800000000001	1.0
B_5601	Urate	0.0161708	0.025086900000000002	0.6445930000000001	0.519191	1.0
C_303	Urate	0.00330615	0.00553751	0.597046	0.550477	1.0
A_3402	Urate	-0.024859700000000002	0.0416681	-0.5966130000000001	0.550766	1.0
A_2901	Urate	0.0252494	0.0438479	0.57584	0.564724	1.0
C_1602	Urate	-0.0172759	0.0310159	-0.557002	0.577526	1.0
DRB1_1601	Urate	0.00874259	0.0178267	0.490422	0.623836	1.0
DQB1_604	Urate	0.00355596	0.00771483	0.460926	0.6448520000000001	1.0
B_1518	Urate	0.0172083	0.0384204	0.447896	0.654229	1.0
C_704	Urate	-0.00395505	0.00955566	-0.413896	0.67895	1.0
DPB1_2001	Urate	0.018325900000000003	0.045726499999999996	0.400773	0.688587	1.0
B_5108	Urate	-0.0211253	0.05280990000000001	-0.400025	0.689138	1.0
B_1501	Urate	0.00210075	0.00530882	0.39571	0.6923189999999999	1.0
DRB1_803	Urate	0.0100662	0.025702499999999996	0.39164099999999996	0.6953229999999999	1.0
A_3001	Urate	-0.00479975	0.0125005	-0.38396399999999997	0.701006	1.0
DPB1_2301	Urate	0.016600900000000002	0.0438508	0.378576	0.7050029999999999	1.0
DRB1_1301	Urate	0.00217579	0.00578403	0.376172	0.706789	1.0
B_3801	Urate	0.00570962	0.015313299999999998	0.372855	0.709257	1.0
DPB1_901	Urate	-0.0103037	0.028356400000000004	-0.36336399999999996	0.716333	1.0
A_3303	Urate	-0.010342299999999999	0.029975	-0.345031	0.730071	1.0
B_3906	Urate	0.00504317	0.015558100000000002	0.32415	0.745825	1.0
DRB1_806	Urate	-0.0173181	0.05386849999999999	-0.32148899999999997	0.74784	1.0
DQB1_402	Urate	0.00275012	0.00898139	0.306202	0.759451	1.0
DQB1_603	Urate	0.00162006	0.00579643	0.279492	0.779867	1.0
C_302	Urate	-0.00980089	0.035204	-0.278403	0.7807029999999999	1.0
A_6801	Urate	-0.00201782	0.00733756	-0.274998	0.7833180000000001	1.0
A_202	Urate	0.0133501	0.0488853	0.27309	0.784784	1.0
B_5801	Urate	-0.00475273	0.0178785	-0.265834	0.790367	1.0
DRB1_1001	Urate	-0.00392603	0.0166379	-0.235969	0.813457	1.0
B_4701	Urate	-0.00462025	0.0227335	-0.203235	0.838951	1.0
DRB1_1103	Urate	-0.00513506	0.0272317	-0.18856900000000001	0.8504309999999999	1.0
DRB1_405	Urate	0.00309134	0.018752099999999997	0.164853	0.86906	1.0
B_2702	Urate	0.00732189	0.050033600000000004	0.146339	0.883654	1.0
DRB1_407	Urate	0.00445793	0.032039099999999994	0.13914	0.889339	1.0
DPB1_1401	Urate	0.00176032	0.0152515	0.11541900000000001	0.908113	1.0
DRB1_801	Urate	0.00109431	0.00968377	0.113005	0.910027	1.0
DPB1_101	Urate	0.000559695	0.00532822	0.10504400000000001	0.916341	1.0
DRB1_1104	Urate	0.00115944	0.013391	0.08658400000000001	0.931002	1.0
C_802	Urate	-0.000546473	0.0067551	-0.0808979	0.935523	1.0
B_4901	Urate	-0.0009346830000000001	0.011861499999999999	-0.07879989999999999	0.937192	1.0
DPB1_1301	Urate	0.0007387730000000001	0.010506999999999999	0.07031219999999999	0.943945	1.0
B_4405	Urate	0.00251928	0.0377574	0.06672280000000001	0.946802	1.0
DQA1_601	Urate	0.00157727	0.025204400000000002	0.0625788	0.950102	1.0
A_3101	Urate	0.000415418	0.00777165	0.053453	0.9573709999999999	1.0
A_211	Urate	0.00145428	0.051599599999999995	0.0281839	0.9775149999999999	1.0
B_705	Urate	-0.0006947930000000001	0.0354001	-0.0196268	0.984341	1.0
DPA1_201	Urate	4.92478e-05	0.00355264	0.0138623	0.9889399999999999	1.0
DRB3_9901	Urea	0.0124181	0.00266166	4.66553	3.07954e-06	0.00034865318655996174
DRB1_1101	Urea	0.0327881	0.00806456	4.0657	4.78999e-05	0.004300504566821505
DRB3_202	Urea	0.014297	0.0037541	3.80836	0.000139916	0.01150024771528114
DRB4_9901	Urea	-0.00996268	0.00264543	-3.766	0.00016591200000000002	0.01339681370610653
C_304	Urea	0.016727099999999998	0.00465277	3.5950800000000003	0.000324337	0.0249644092173317
DQA1_201	Urea	-0.0124407	0.00356386	-3.49079	0.000481653	0.03557995065659557
B_1401	Urea	-0.040015499999999996	0.0117962	-3.39223	0.00069335	0.04950894551030419
B_5201	Urea	-0.0610285	0.018034599999999998	-3.3839599999999996	0.0007145610000000001	0.0506293042973159
DRB1_404	Urea	-0.0219503	0.006561399999999999	-3.3453699999999995	0.000821824	0.0561231210664215
DQB1_604	Urea	0.0254208	0.00771381	3.29549	0.000982603	0.06563651989627646
C_1202	Urea	-0.05943430000000001	0.0180769	-3.28785	0.00100966	0.06723400240880005
DRB1_701	Urea	-0.011678399999999999	0.00356308	-3.2776199999999998	0.00104697	0.06914468792765538
DPB1_101	Urea	-0.0171681	0.00532685	-3.2229400000000004	0.00126895	0.08178544478391703
A_2902	Urea	-0.019754499999999998	0.0062047	-3.1838	0.0014537	0.09175815779531618
DPB1_301	Urea	0.014215899999999998	0.00519433	2.7368099999999997	0.00620422	0.3176000053971738
C_401	Urea	0.0123533	0.0045433	2.71902	0.00654791	0.3325419780607246
DRB3_301	Urea	0.017731099999999996	0.00662896	2.6747799999999997	0.00747811	0.37184029861480317
DRB1_1301	Urea	0.0153101	0.00578095	2.64837	0.00808841	0.397872107196301
DQB1_601	Urea	-0.0498027	0.0195249	-2.5507299999999997	0.010750200000000001	0.4939818431106971
B_4102	Urea	0.0553318	0.021750799999999997	2.5439	0.0109627	0.5023264985456981
DQB1_603	Urea	0.0146037	0.00579298	2.52094	0.0117048	0.5283908021956008
B_4001	Urea	0.013502100000000001	0.00549375	2.45771	0.013983100000000002	0.6085584420837238
DRB1_1303	Urea	0.0341466	0.0138993	2.4567200000000002	0.014021700000000002	0.6094120311392188
A_201	Urea	0.00695345	0.00283554	2.45225	0.0141972	0.6149578433695418
DRB1_1502	Urea	-0.0477582	0.0195725	-2.44006	0.014685299999999998	0.6309908676650021
B_3502	Urea	0.0934202	0.0384496	2.42968	0.0151126	0.6463226021115145
B_1501	Urea	0.012713200000000001	0.00530615	2.39593	0.016578799999999998	0.6964991430725227
B_3503	Urea	0.034717000000000005	0.0147209	2.35835	0.0183572	0.7549086205056381
A_301	Urea	0.00836016	0.00356657	2.34403	0.019077	0.779019602982758
A_3002	Urea	-0.0300026	0.0128071	-2.34266	0.0191473	0.7805901440826765
DQB1_504	Urea	0.0793995	0.0339108	2.3414200000000003	0.0192112	0.7819602587452086
DQB1_202	Urea	-0.0159911	0.00719591	-2.22224	0.0262677	0.9907254972727183
DRB1_1302	Urea	0.014543500000000001	0.00660062	2.20335	0.027571	1.0
C_702	Urea	-0.00748942	0.00344628	-2.17319	0.029766700000000004	1.0
DQA1_501	Urea	0.00653324	0.00303195	2.15479	0.0311786	1.0
C_1502	Urea	-0.0204395	0.00977886	-2.09017	0.0366034	1.0
C_1601	Urea	-0.0124521	0.00608448	-2.0465400000000002	0.0407043	1.0
C_1402	Urea	0.0267754	0.013187	2.03043	0.0423134	1.0
DQA1_301	Urea	-0.00627473	0.00312681	-2.00675	0.0447767	1.0
DQA1_103	Urea	0.0110764	0.00554474	1.99763	0.045757099999999995	1.0
DRB4_101	Urea	-0.0093942	0.00477332	-1.96807	0.04906130000000001	1.0
A_6802	Urea	0.0313379	0.0164933	1.9000400000000002	0.0574293	1.0
A_101	Urea	-0.00593239	0.0031759	-1.8679400000000002	0.0617715	1.0
B_702	Urea	-0.00646732	0.0035402999999999997	-1.82677	0.0677347	1.0
C_802	Urea	-0.0122829	0.00675232	-1.81906	0.0689037	1.0
C_704	Urea	0.0164495	0.00955094	1.72229	0.0850187	1.0
A_6601	Urea	0.0408735	0.0238562	1.71333	0.0866525	1.0
C_1701	Urea	0.0381606	0.0223544	1.70707	0.0878093	1.0
B_2705	Urea	0.010906200000000001	0.00651399	1.67428	0.09407660000000001	1.0
A_3101	Urea	-0.0128697	0.00776899	-1.65655	0.0976125	1.0
DPB1_901	Urea	-0.04678909999999999	0.0283699	-1.64925	0.0990977	1.0
A_202	Urea	0.079997	0.04876969999999999	1.6403	0.10094299999999999	1.0
C_202	Urea	0.0110344	0.00673856	1.6375	0.101526	1.0
B_4405	Urea	0.0612688	0.037811800000000007	1.62036	0.105155	1.0
B_2702	Urea	0.07769619999999999	0.0500911	1.5511	0.120879	1.0
DRB4_103	Urea	-0.00449471	0.00296041	-1.5182799999999999	0.128946	1.0
DQB1_503	Urea	0.0126705	0.00861363	1.47098	0.141298	1.0
A_2301	Urea	0.014313399999999999	0.00973187	1.47078	0.141351	1.0
B_4901	Urea	0.0171023	0.0118612	1.4418799999999998	0.149338	1.0
DQB1_301	Urea	0.00451939	0.00331526	1.36321	0.172817	1.0
DRB1_101	Urea	0.00581144	0.00437151	1.32939	0.183721	1.0
C_102	Urea	0.00909288	0.00691731	1.31451	0.188675	1.0
DQA1_101	Urea	0.00470159	0.00359208	1.30887	0.190578	1.0
B_4403	Urea	-0.00700783	0.00535749	-1.3080399999999999	0.190859	1.0
DRB1_1601	Urea	-0.0231678	0.017822	-1.29996	0.193617	1.0
A_2901	Urea	0.0567154	0.043846699999999995	1.29349	0.19584200000000002	1.0
A_1101	Urea	-0.00682295	0.00528229	-1.29166	0.196475	1.0
DRB1_402	Urea	-0.0320966	0.0248723	-1.29045	0.196894	1.0
C_1602	Urea	-0.0399106	0.0310306	-1.28617	0.19838599999999998	1.0
DRB1_102	Urea	-0.019065799999999997	0.014847399999999998	-1.2841200000000002	0.199101	1.0
DPA1_201	Urea	-0.00453539	0.00355254	-1.2766600000000001	0.201722	1.0
A_3004	Urea	0.05089880000000001	0.0405608	1.25488	0.209524	1.0
B_3801	Urea	0.018774000000000002	0.0153037	1.22676	0.219913	1.0
C_303	Urea	-0.00675028	0.00553631	-1.21928	0.222741	1.0
DQB1_304	Urea	0.0420347	0.036903899999999996	1.13903	0.254691	1.0
B_5501	Urea	-0.010659700000000001	0.00938747	-1.13552	0.256158	1.0
DPA1_103	Urea	-0.00364292	0.00323676	-1.12548	0.260385	1.0
B_1801	Urea	-0.00757485	0.00682051	-1.1106	0.266741	1.0
A_3402	Urea	-0.045781199999999994	0.0417047	-1.09775	0.272316	1.0
B_5801	Urea	-0.0196238	0.0178764	-1.09775	0.272316	1.0
DQA1_303	Urea	0.04643080000000001	0.0431921	1.0749799999999998	0.282383	1.0
A_211	Urea	0.0534619	0.0516707	1.03467	0.30082600000000004	1.0
DPB1_1701	Urea	0.012122299999999999	0.0119846	1.01149	0.311784	1.0
DRB1_403	Urea	-0.045984699999999996	0.0458207	-1.00358	0.315583	1.0
C_501	Urea	-0.00393558	0.00394482	-0.997658	0.318446	1.0
DQB1_609	Urea	-0.012556	0.012613	-0.9954780000000001	0.31950500000000004	1.0
A_205	Urea	-0.014402000000000002	0.014717500000000001	-0.97856	0.327798	1.0
DQB1_502	Urea	-0.0155151	0.015910900000000002	-0.975125	0.329499	1.0
DPB1_2301	Urea	-0.0426157	0.043763800000000005	-0.973766	0.330173	1.0
B_3701	Urea	-0.010678	0.0110225	-0.968744	0.33267399999999997	1.0
DPB1_201	Urea	-0.00412047	0.00435072	-0.9470770000000001	0.3436	1.0
C_302	Urea	-0.03319369999999999	0.0351824	-0.9434739999999999	0.345439	1.0
B_3501	Urea	0.00583524	0.00620818	0.9399290000000001	0.34725500000000004	1.0
DRB5_9901	Urea	-0.00314463	0.00349966	-0.898553	0.36889099999999997	1.0
B_4501	Urea	0.013875899999999998	0.015588399999999999	0.890142	0.37339	1.0
A_3201	Urea	-0.00606226	0.00685977	-0.883742	0.376836	1.0
DRB1_1501	Urea	-0.00290774	0.00357871	-0.812512	0.41649899999999995	1.0
B_4101	Urea	0.0232428	0.0286166	0.812214	0.41667	1.0
DRB3_101	Urea	0.00269424	0.00336373	0.80097	0.42315	1.0
A_2601	Urea	0.00772089	0.00988947	0.780718	0.43496899999999994	1.0
B_4701	Urea	-0.016369799999999997	0.0227212	-0.720463	0.47124099999999997	1.0
DQB1_201	Urea	-0.00249714	0.00352569	-0.7082689999999999	0.478779	1.0
DRB5_101	Urea	-0.00251959	0.00356937	-0.705892	0.480256	1.0
DRB1_806	Urea	0.0378081	0.0538683	0.701863	0.48276499999999994	1.0
DPB1_1601	Urea	0.021000900000000003	0.030509300000000003	0.688345	0.49123599999999995	1.0
DQA1_601	Urea	-0.0172944	0.0252195	-0.685755	0.49286800000000003	1.0
DRB1_1401	Urea	0.00630319	0.00937018	0.672687	0.501147	1.0
DRB1_804	Urea	-0.0295202	0.0442326	-0.667385	0.5045270000000001	1.0
DPB1_1901	Urea	-0.0115381	0.017353099999999996	-0.6649010000000001	0.5061140000000001	1.0
DRB1_301	Urea	-0.00224405	0.00352778	-0.636108	0.5247069999999999	1.0
DRB1_1201	Urea	0.00664045	0.010706700000000001	0.620212	0.535119	1.0
DRB1_1102	Urea	-0.018033	0.0297356	-0.606444	0.54422	1.0
DRB1_803	Urea	-0.0153091	0.0257199	-0.595222	0.551696	1.0
B_705	Urea	-0.0209007	0.0353786	-0.5907720000000001	0.554673	1.0
DQB1_501	Urea	0.00226711	0.00384567	0.5895229999999999	0.555511	1.0
DQB1_303	Urea	-0.00331135	0.00563553	-0.587584	0.556812	1.0
B_5001	Urea	0.00805502	0.013804599999999998	0.5835020000000001	0.559556	1.0
DRB1_1103	Urea	-0.0156577	0.027225799999999998	-0.5751069999999999	0.5652189999999999	1.0
DQB1_302	Urea	-0.00234776	0.00411163	-0.571004	0.567997	1.0
DQA1_102	Urea	0.00181387	0.00320068	0.566713	0.570909	1.0
DPA1_104	Urea	-0.010274600000000002	0.0184241	-0.55767	0.57707	1.0
A_6801	Urea	0.004084900000000001	0.00733479	0.556921	0.5775819999999999	1.0
DPB1_1301	Urea	0.00584453	0.010501799999999999	0.556527	0.577851	1.0
B_4002	Urea	-0.00792131	0.0144315	-0.5488890000000001	0.583082	1.0
B_5601	Urea	0.013311400000000001	0.0250922	0.530501	0.595765	1.0
DRB1_1001	Urea	0.00859284	0.0166239	0.516896	0.605229	1.0
B_1302	Urea	0.00446875	0.00914405	0.48870600000000003	0.62505	1.0
B_3906	Urea	-0.00744874	0.015547	-0.479112	0.6318590000000001	1.0
C_1505	Urea	-0.0230738	0.0527375	-0.437521	0.661734	1.0
DPB1_501	Urea	0.00355209	0.00891567	0.39841	0.690329	1.0
A_3301	Urea	-0.00679241	0.017091	-0.397427	0.691053	1.0
B_5108	Urea	-0.019882900000000002	0.0528106	-0.376494	0.70655	1.0
C_1604	Urea	-0.020285900000000003	0.0541827	-0.374398	0.708109	1.0
A_2608	Urea	-0.0174844	0.0478154	-0.365664	0.714616	1.0
DRB5_202	Urea	-0.00567606	0.015528899999999998	-0.36551500000000003	0.714727	1.0
A_302	Urea	-0.014052700000000001	0.0387885	-0.362291	0.7171350000000001	1.0
B_5701	Urea	-0.00233948	0.00647966	-0.36105	0.718062	1.0
B_5101	Urea	0.00238845	0.00684233	0.349069	0.727037	1.0
A_206	Urea	0.0104796	0.030355400000000005	0.34523000000000004	0.7299220000000001	1.0
DPB1_2001	Urea	-0.015553799999999998	0.0456758	-0.340526	0.73346	1.0
B_3508	Urea	0.0142718	0.04323130000000001	0.33012800000000003	0.741304	1.0
DQB1_602	Urea	-0.00118195	0.00362953	-0.325648	0.744691	1.0
B_1402	Urea	0.00255214	0.0080393	0.317458	0.750897	1.0
DPA1_105	Urea	0.016160499999999998	0.0529571	0.305162	0.760243	1.0
DPB1_1401	Urea	0.00457141	0.0152566	0.299636	0.764455	1.0
B_1518	Urea	0.011381200000000001	0.0384452	0.296036	0.767203	1.0
DPB1_402	Urea	0.00115345	0.00416547	0.276906	0.781852	1.0
DPB1_1001	Urea	-0.00278174	0.0104671	-0.26576	0.790424	1.0
DQB1_402	Urea	0.00218466	0.0089806	0.24326399999999998	0.807801	1.0
DPB1_1101	Urea	0.00183324	0.00787668	0.232742	0.815962	1.0
B_5301	Urea	0.00581577	0.026098200000000002	0.222842	0.823659	1.0
B_1503	Urea	0.011665	0.052373199999999995	0.22272899999999998	0.8237469999999999	1.0
DPB1_202	Urea	-0.00330066	0.015166200000000001	-0.217633	0.827715	1.0
DRB1_401	Urea	-0.000865616	0.00411611	-0.2103	0.833434	1.0
DRB1_407	Urea	0.00650526	0.0320099	0.203227	0.838958	1.0
A_3303	Urea	0.00585553	0.029974200000000003	0.195352	0.845117	1.0
C_1203	Urea	0.00145983	0.00757279	0.192773	0.847137	1.0
DRB1_801	Urea	0.00171362	0.00968326	0.17696800000000001	0.859534	1.0
DPB1_401	Urea	-0.000442126	0.00263563	-0.16775	0.8667799999999999	1.0
C_701	Urea	-0.000543618	0.00329039	-0.165214	0.868776	1.0
DRB1_901	Urea	0.00164583	0.0110514	0.148926	0.8816120000000001	1.0
A_2501	Urea	0.00136037	0.0105083	0.129457	0.8969969999999999	1.0
B_3901	Urea	-0.00184204	0.0163105	-0.112936	0.9100809999999999	1.0
A_2402	Urea	0.000519383	0.00490562	0.105875	0.915682	1.0
B_1517	Urea	0.00256807	0.030637099999999997	0.0838221	0.933198	1.0
A_3001	Urea	0.000935292	0.0124994	0.07482689999999999	0.9403530000000001	1.0
DQA1_401	Urea	0.000650973	0.00909972	0.0715377	0.9429700000000001	1.0
DRB1_103	Urea	-0.000634274	0.00984661	-0.0644155	0.9486389999999999	1.0
B_4402	Urea	0.000226103	0.00399541	0.0565906	0.9548709999999999	1.0
DPA1_202	Urea	-0.00038216300000000003	0.007298300000000001	-0.05236319999999999	0.958239	1.0
DRB1_1104	Urea	0.000679473	0.013385900000000001	0.0507603	0.959517	1.0
DPB1_1501	Urea	-0.000565271	0.015214199999999999	-0.0371541	0.9703620000000001	1.0
DRB1_405	Urea	0.0005963569999999999	0.0187524	0.0318017	0.9746299999999999	1.0
B_801	Urea	9.9479e-05	0.00357521	0.0278247	0.9778020000000001	1.0
C_602	Urea	0.000102787	0.00439218	0.0234023	0.9813290000000001	1.0
DQA1_101	Vitamin_D	-0.0124278	0.00368041	-3.3767400000000003	0.0007336039999999999	0.05163660738080836
DQA1_501	Vitamin_D	0.010165500000000001	0.00309798	3.2813199999999996	0.00103333	0.0685967298272609
